1	9	1	1	2	1	1	1	1	2	1	1	1
3	10	3	1	1	1	1	1	1	2	1	1	1
2	10	1	1	1	1	1	1	1	2	1	1	1
2	10	1	1	1	1	1	1	1	2	1	1	1
3	10	3	1	1	1	1	1	1	2	1	1	1
2	10	4	1	1	1	1	1	1	2	1	1	1
2	10	3	1	1	1	1	1	1	2	1	1	1
1	10	1	1	1	1	1	1	1	2	1	1	1
1	10	1	1	1	1	1	1	1	2	1	1	1
1	10	3	1	1	1	1	1	2	2	1	1	1
2	10	2	1	1	1	1	1	2	2	1	1	1
3	10	3	1	1	1	1	1	2	2	1	1	1
1	11	4	1	1	2	1	1	1	2	1	1	3
3	11	4	1	1	2	1	1	1	2	1	1	4
1	11	4	1	1	1	1	1	1	2	1	1	1
3	11	4	1	1	1	1	1	1	2	1	1	3
1	11	4	1	1	1	1	1	1	2	1	1	0
1	11	4	1	2	1	1	1	1	2	1	1	1
1	11	1	1	1	1	1	1	1	2	1	1	1
3	11	2	1	1	1	1	1	2	2	1	1	0
2	11	2	1	1	1	1	1	2	2	1	1	3
1	11	2	1	1	2	1	1	2	2	1	1	1
1	11	3	1	1	1	1	1	1	2	1	1	1
3	11	3	1	1	2	1	1	1	2	1	1	1
1	11	4	1	1	1	1	1	1	2	1	1	1
1	11	3	1	1	1	1	1	1	2	1	1	0
1	11	3	1	1	1	1	1	1	2	1	1	0
1	11	1	1	1	1	1	1	1	2	1	1	1
1	11	1	1	1	1	1	1	1	2	1	1	1
1	11	1	1	1	1	1	1	1	2	1	1	1
2	11	1	1	2	1	1	1	2	2	1	1	1
1	11	4	1	1	1	1	1	1	2	1	1	1
2	11	4	1	1	2	1	1	1	2	1	1	3
1	11	3	1	1	1	1	1	1	2	1	1	1
1	11	1	1	1	1	1	1	1	2	1	1	1
1	11	1	1	1	1	1	1	1	2	1	1	1
1	11	2	1	1	2	1	1	2	2	1	1	1
1	11	3	1	1	1	1	1	2	2	1	1	1
3	11	3	1	1	1	1	1	2	2	1	1	1
2	11	1	1	2	2	1	1	2	2	1	1	1
1	12	4	1	1	1	1	1	1	2	1	1	1
1	12	3	1	1	1	1	1	1	2	1	1	3
2	12	1	1	1	1	1	1	1	2	1	1	1
1	12	1	1	1	1	1	1	1	2	1	1	1
1	12	4	1	1	1	1	1	2	2	1	1	1
